id,stateid,state_name,uplift_pct,cost,Comment,cash_transfer,training_program,nrega_program
2821020101,28,Andaman and Nicobar Islands,12.92%,6400,Uplifted 12.92% in Andaman and Nicobar Islands due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
201703211,20,Punjab,12.91%,10500,Uplifted 12.91% in Punjab due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
80502111,8,Haryana,12.9%,6400,Uplifted 12.9% in Haryana due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
50506100,5,Chhattisgarh,12.9%,6900,Uplifted 12.9% in Chhattisgarh due to Cash Transfer (700) + Training Program (1) for 7 months.,700,1,0
2703010221,27,West Bengal,12.89%,6400,Uplifted 12.89% in West Bengal due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
80706200,8,Haryana,12.89%,6400,Uplifted 12.89% in Haryana due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
230504112,23,Telangana,12.87%,8500,Uplifted 12.87% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
1809020109,18,Nagaland,12.86%,7000,Uplifted 12.86% in Nagaland due to Cash Transfer (1000) for 7 months.,1000,0,0
1503010101,15,Manipur,12.85%,10500,Uplifted 12.85% in Manipur due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
231007200,23,Telangana,12.84%,10500,Uplifted 12.84% in Telangana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
812050102,8,Haryana,12.84%,10500,Uplifted 12.84% in Haryana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
1707020201,17,Mizoram,12.84%,8500,Uplifted 12.84% in Mizoram due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
30505200,3,Assam,12.83%,8400,Uplifted 12.83% in Assam due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
2337020111,23,Telangana,12.83%,6400,Uplifted 12.83% in Telangana due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
291901100,29,Chandigarh,12.82%,8500,Uplifted 12.82% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
232304111,23,Telangana,12.82%,5600,Uplifted 12.82% in Telangana due to Cash Transfer (300) + Training Program (1) + Nrega Program (1) for 7 months.,300,1,1
2312020111,23,Telangana,12.81%,10500,Uplifted 12.81% in Telangana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2108040201,21,Rajasthan,12.81%,6400,Uplifted 12.81% in Rajasthan due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
61803121,6,Goa,12.8%,10500,Uplifted 12.8% in Goa due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
231606200,23,Telangana,12.8%,10500,Uplifted 12.8% in Telangana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
271501100,27,West Bengal,12.8%,4900,Uplifted 12.8% in West Bengal due to Cash Transfer (700) for 7 months.,700,0,0
82401111,8,Haryana,12.8%,10500,Uplifted 12.8% in Haryana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2502010102,25,Uttar Pradesh,12.79%,8500,Uplifted 12.79% in Uttar Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
96503100,9,Himachal Pradesh,12.79%,5000,Uplifted 12.79% in Himachal Pradesh due to Cash Transfer (500) + Nrega Program (1) for 7 months.,500,0,1
280311100,28,Andaman and Nicobar Islands,12.77%,6900,Uplifted 12.77% in Andaman and Nicobar Islands due to Cash Transfer (700) + Training Program (1) for 7 months.,700,1,0
230502221,23,Telangana,12.76%,10500,Uplifted 12.76% in Telangana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
80507200,8,Haryana,12.76%,8500,Uplifted 12.76% in Haryana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
240801111,24,Tripura,12.75%,10500,Uplifted 12.75% in Tripura due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
210804200,21,Rajasthan,12.75%,8500,Uplifted 12.75% in Rajasthan due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
201205200,20,Punjab,12.75%,8500,Uplifted 12.75% in Punjab due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
240107200,24,Tripura,12.75%,6400,Uplifted 12.75% in Tripura due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
233701142,23,Telangana,12.73%,8500,Uplifted 12.73% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2202050101,22,Tamil Nadu,12.73%,8500,Uplifted 12.73% in Tamil Nadu due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
272604111,27,West Bengal,12.73%,8500,Uplifted 12.73% in West Bengal due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
211404121,21,Rajasthan,12.73%,8400,Uplifted 12.73% in Rajasthan due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
220803100,22,Tamil Nadu,12.72%,8500,Uplifted 12.72% in Tamil Nadu due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
618100111,6,Goa,12.71%,4900,Uplifted 12.71% in Goa due to Cash Transfer (700) for 7 months.,700,0,0
965050102,9,Himachal Pradesh,12.7%,8500,Uplifted 12.7% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
272307100,27,West Bengal,12.69%,7000,Uplifted 12.69% in West Bengal due to Cash Transfer (1000) for 7 months.,1000,0,0
3315060101,33,Lakshadweep,12.68%,4900,Uplifted 12.68% in Lakshadweep due to Cash Transfer (700) for 7 months.,700,0,0
242101211,24,Tripura,12.67%,8500,Uplifted 12.67% in Tripura due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2818060101,28,Andaman and Nicobar Islands,12.67%,8500,Uplifted 12.67% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
60205100,6,Goa,12.67%,10500,Uplifted 12.67% in Goa due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
232303271,23,Telangana,12.67%,8500,Uplifted 12.67% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2109030201,21,Rajasthan,12.67%,8500,Uplifted 12.67% in Rajasthan due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
180604200,18,Nagaland,12.67%,8500,Uplifted 12.67% in Nagaland due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
270303142,27,West Bengal,12.66%,10500,Uplifted 12.66% in West Bengal due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
272501111,27,West Bengal,12.66%,8500,Uplifted 12.66% in West Bengal due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
191003122,19,Odisha,12.66%,8500,Uplifted 12.66% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
962030102,9,Himachal Pradesh,12.65%,6400,Uplifted 12.65% in Himachal Pradesh due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
320801200,32,Delhi,12.64%,10500,Uplifted 12.64% in Delhi due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
232303251,23,Telangana,12.64%,10500,Uplifted 12.64% in Telangana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
967020201,9,Himachal Pradesh,12.64%,4900,Uplifted 12.64% in Himachal Pradesh due to Cash Transfer (700) for 7 months.,700,0,0
95104200,9,Himachal Pradesh,12.63%,10500,Uplifted 12.63% in Himachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
60501111,6,Goa,12.63%,10500,Uplifted 12.63% in Goa due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2920210109,29,Chandigarh,12.63%,8500,Uplifted 12.63% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2207010111,22,Tamil Nadu,12.62%,8500,Uplifted 12.62% in Tamil Nadu due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2407170101,24,Tripura,12.62%,9000,Uplifted 12.62% in Tripura due to Cash Transfer (1000) + Training Program (1) for 7 months.,1000,1,0
206040111,2,Arunachal Pradesh,12.62%,8500,Uplifted 12.62% in Arunachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
311070201,3,Assam,12.62%,4900,Uplifted 12.62% in Assam due to Cash Transfer (700) for 7 months.,700,0,0
1916080101,19,Odisha,12.61%,6400,Uplifted 12.61% in Odisha due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
61002111,6,Goa,12.61%,6400,Uplifted 12.61% in Goa due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
260003200,26,Uttarakhand,12.61%,8500,Uplifted 12.61% in Uttarakhand due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
1911150101,19,Odisha,12.6%,8500,Uplifted 12.6% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
220802100,22,Tamil Nadu,12.6%,10500,Uplifted 12.6% in Tamil Nadu due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
130002100,13,Madhya Pradesh,12.59%,3500,Uplifted 12.59% in Madhya Pradesh due to Training Program (1) + Nrega Program (1) for 7 months.,0,1,1
231208111,23,Telangana,12.59%,8500,Uplifted 12.59% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
190104131,19,Odisha,12.59%,8500,Uplifted 12.59% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
271703111,27,West Bengal,12.58%,8400,Uplifted 12.58% in West Bengal due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
3210030111,32,Delhi,12.58%,9000,Uplifted 12.58% in Delhi due to Cash Transfer (1000) + Training Program (1) for 7 months.,1000,1,0
190201121,19,Odisha,12.58%,10500,Uplifted 12.58% in Odisha due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
1002020113,10,Jharkhand,12.58%,6400,Uplifted 12.58% in Jharkhand due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
61803131,6,Goa,12.58%,6400,Uplifted 12.58% in Goa due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
2924090101,29,Chandigarh,12.58%,6900,Uplifted 12.58% in Chandigarh due to Cash Transfer (700) + Training Program (1) for 7 months.,700,1,0
331701111,33,Lakshadweep,12.58%,10500,Uplifted 12.58% in Lakshadweep due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
1014040121,10,Jharkhand,12.57%,4900,Uplifted 12.57% in Jharkhand due to Cash Transfer (700) for 7 months.,700,0,0
270901100,27,West Bengal,12.56%,4900,Uplifted 12.56% in West Bengal due to Cash Transfer (700) for 7 months.,700,0,0
332701100,33,Lakshadweep,12.55%,10500,Uplifted 12.55% in Lakshadweep due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
31606200,3,Assam,12.55%,6400,Uplifted 12.55% in Assam due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
180201100,18,Nagaland,12.55%,8500,Uplifted 12.55% in Nagaland due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
103201111,10,Jharkhand,12.55%,8500,Uplifted 12.55% in Jharkhand due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
201201224,20,Punjab,12.54%,10500,Uplifted 12.54% in Punjab due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2012120111,20,Punjab,12.54%,8500,Uplifted 12.54% in Punjab due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2336020112,23,Telangana,12.53%,10500,Uplifted 12.53% in Telangana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
20509100,2,Arunachal Pradesh,12.53%,8400,Uplifted 12.53% in Arunachal Pradesh due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
232006200,23,Telangana,12.52%,10500,Uplifted 12.52% in Telangana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
210903200,21,Rajasthan,12.52%,8400,Uplifted 12.52% in Rajasthan due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
95402100,9,Himachal Pradesh,12.51%,10500,Uplifted 12.51% in Himachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
221103112,22,Tamil Nadu,12.51%,8400,Uplifted 12.51% in Tamil Nadu due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
94904300,9,Himachal Pradesh,12.51%,8500,Uplifted 12.51% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
906020201,9,Himachal Pradesh,12.51%,8500,Uplifted 12.51% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2927010201,29,Chandigarh,12.5%,8500,Uplifted 12.5% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
190901123,19,Odisha,12.49%,10500,Uplifted 12.49% in Odisha due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
320607200,32,Delhi,12.48%,5600,Uplifted 12.48% in Delhi due to Cash Transfer (300) + Training Program (1) + Nrega Program (1) for 7 months.,300,1,1
2328060201,23,Telangana,12.47%,4900,Uplifted 12.47% in Telangana due to Cash Transfer (700) for 7 months.,700,0,0
81502112,8,Haryana,12.47%,8500,Uplifted 12.47% in Haryana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
292609100,29,Chandigarh,12.46%,8500,Uplifted 12.46% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
320704111,32,Delhi,12.45%,10500,Uplifted 12.45% in Delhi due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
710320101,7,Gujarat,12.45%,6400,Uplifted 12.45% in Gujarat due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
2129020101,21,Rajasthan,12.45%,6400,Uplifted 12.45% in Rajasthan due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
233503111,23,Telangana,12.44%,8500,Uplifted 12.44% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
273007100,27,West Bengal,12.44%,8500,Uplifted 12.44% in West Bengal due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
3310040111,33,Lakshadweep,12.44%,6400,Uplifted 12.44% in Lakshadweep due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
210301111,21,Rajasthan,12.44%,8500,Uplifted 12.44% in Rajasthan due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
929020101,9,Himachal Pradesh,12.43%,6400,Uplifted 12.43% in Himachal Pradesh due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
201416113,20,Punjab,12.43%,8400,Uplifted 12.43% in Punjab due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
618060202,6,Goa,12.43%,8500,Uplifted 12.43% in Goa due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
231707200,23,Telangana,12.43%,10500,Uplifted 12.43% in Telangana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
180908200,18,Nagaland,12.43%,10500,Uplifted 12.43% in Nagaland due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2204040201,22,Tamil Nadu,12.42%,10500,Uplifted 12.42% in Tamil Nadu due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
80706100,8,Haryana,12.42%,10500,Uplifted 12.42% in Haryana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2703030131,27,West Bengal,12.42%,6400,Uplifted 12.42% in West Bengal due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
273107200,27,West Bengal,12.41%,6900,Uplifted 12.41% in West Bengal due to Cash Transfer (700) + Training Program (1) for 7 months.,700,1,0
2730040212,27,West Bengal,12.41%,4900,Uplifted 12.41% in West Bengal due to Cash Transfer (700) for 7 months.,700,0,0
230803122,23,Telangana,12.41%,10500,Uplifted 12.41% in Telangana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
190601141,19,Odisha,12.4%,10500,Uplifted 12.4% in Odisha due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2920030109,29,Chandigarh,12.39%,4900,Uplifted 12.39% in Chandigarh due to Cash Transfer (700) for 7 months.,700,0,0
241502111,24,Tripura,12.39%,8500,Uplifted 12.39% in Tripura due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
292102100,29,Chandigarh,12.39%,10500,Uplifted 12.39% in Chandigarh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
273003112,27,West Bengal,12.38%,8500,Uplifted 12.38% in West Bengal due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
211050111,2,Arunachal Pradesh,12.38%,7000,Uplifted 12.38% in Arunachal Pradesh due to Cash Transfer (500) + Training Program (1) + Nrega Program (1) for 7 months.,500,1,1
191009100,19,Odisha,12.38%,9000,Uplifted 12.38% in Odisha due to Cash Transfer (1000) + Training Program (1) for 7 months.,1000,1,0
270701111,27,West Bengal,12.37%,6400,Uplifted 12.37% in West Bengal due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
290201200,29,Chandigarh,12.37%,6400,Uplifted 12.37% in Chandigarh due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
804070101,8,Haryana,12.36%,1500,Uplifted 12.36% in Haryana due to Nrega Program (1) for 7 months.,0,0,1
94701100,9,Himachal Pradesh,12.35%,8500,Uplifted 12.35% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
94704100,9,Himachal Pradesh,12.35%,8400,Uplifted 12.35% in Himachal Pradesh due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
120008100,12,Kerala,12.34%,10500,Uplifted 12.34% in Kerala due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
31101211,3,Assam,12.33%,10500,Uplifted 12.33% in Assam due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2720070101,27,West Bengal,12.32%,7000,Uplifted 12.32% in West Bengal due to Cash Transfer (1000) for 7 months.,1000,0,0
1917070101,19,Odisha,12.31%,4900,Uplifted 12.31% in Odisha due to Cash Transfer (700) for 7 months.,700,0,0
1032030111,10,Jharkhand,12.31%,8500,Uplifted 12.31% in Jharkhand due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
292504100,29,Chandigarh,12.3%,6900,Uplifted 12.3% in Chandigarh due to Cash Transfer (700) + Training Program (1) for 7 months.,700,1,0
90508200,9,Himachal Pradesh,12.3%,8400,Uplifted 12.3% in Himachal Pradesh due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
272502211,27,West Bengal,12.3%,10500,Uplifted 12.3% in West Bengal due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
211905100,21,Rajasthan,12.29%,6400,Uplifted 12.29% in Rajasthan due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
92901200,9,Himachal Pradesh,12.29%,8500,Uplifted 12.29% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
20406100,2,Arunachal Pradesh,12.29%,8500,Uplifted 12.29% in Arunachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2305070101,23,Telangana,12.29%,8500,Uplifted 12.29% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
120008200,12,Kerala,12.28%,6400,Uplifted 12.28% in Kerala due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
1707030101,17,Mizoram,12.27%,8500,Uplifted 12.27% in Mizoram due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
292506200,29,Chandigarh,12.27%,10500,Uplifted 12.27% in Chandigarh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
205060201,2,Arunachal Pradesh,12.26%,8400,Uplifted 12.26% in Arunachal Pradesh due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
221302100,22,Tamil Nadu,12.26%,7000,Uplifted 12.26% in Tamil Nadu due to Cash Transfer (500) + Training Program (1) + Nrega Program (1) for 7 months.,500,1,1
220901221,22,Tamil Nadu,12.25%,8500,Uplifted 12.25% in Tamil Nadu due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
320703111,32,Delhi,12.25%,10500,Uplifted 12.25% in Delhi due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
31602211,3,Assam,12.25%,8500,Uplifted 12.25% in Assam due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
210105111,21,Rajasthan,12.25%,7000,Uplifted 12.25% in Rajasthan due to Cash Transfer (500) + Training Program (1) + Nrega Program (1) for 7 months.,500,1,1
61303111,6,Goa,12.25%,6400,Uplifted 12.25% in Goa due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
92302100,9,Himachal Pradesh,12.25%,8500,Uplifted 12.25% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2014070201,20,Punjab,12.24%,8500,Uplifted 12.24% in Punjab due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
942070201,9,Himachal Pradesh,12.24%,8400,Uplifted 12.24% in Himachal Pradesh due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
1016040111,10,Jharkhand,12.23%,6400,Uplifted 12.23% in Jharkhand due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
96802300,9,Himachal Pradesh,12.23%,10500,Uplifted 12.23% in Himachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2926040101,29,Chandigarh,12.23%,4900,Uplifted 12.23% in Chandigarh due to Cash Transfer (700) for 7 months.,700,0,0
2305030111,23,Telangana,12.22%,8500,Uplifted 12.22% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
51202112,5,Chhattisgarh,12.22%,10500,Uplifted 12.22% in Chhattisgarh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2713030111,27,West Bengal,12.21%,4900,Uplifted 12.21% in West Bengal due to Cash Transfer (700) for 7 months.,700,0,0
280402212,28,Andaman and Nicobar Islands,12.21%,8500,Uplifted 12.21% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
210802111,21,Rajasthan,12.21%,8500,Uplifted 12.21% in Rajasthan due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
190608100,19,Odisha,12.21%,10500,Uplifted 12.21% in Odisha due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
3312180201,33,Lakshadweep,12.21%,8500,Uplifted 12.21% in Lakshadweep due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2211010111,22,Tamil Nadu,12.2%,8500,Uplifted 12.2% in Tamil Nadu due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
290502111,29,Chandigarh,12.2%,6400,Uplifted 12.2% in Chandigarh due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
710050109,7,Gujarat,12.19%,10500,Uplifted 12.19% in Gujarat due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
291704100,29,Chandigarh,12.19%,8500,Uplifted 12.19% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2714060101,27,West Bengal,12.18%,8400,Uplifted 12.18% in West Bengal due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
929050101,9,Himachal Pradesh,12.18%,4900,Uplifted 12.18% in Himachal Pradesh due to Cash Transfer (700) for 7 months.,700,0,0
291807100,29,Chandigarh,12.17%,8500,Uplifted 12.17% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
1601010102,16,Meghalaya,12.17%,8500,Uplifted 12.17% in Meghalaya due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
815060201,8,Haryana,12.17%,8500,Uplifted 12.17% in Haryana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2215040111,22,Tamil Nadu,12.17%,6400,Uplifted 12.17% in Tamil Nadu due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
241007200,24,Tripura,12.17%,10500,Uplifted 12.17% in Tripura due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
231602112,23,Telangana,12.17%,8500,Uplifted 12.17% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
3329120102,33,Lakshadweep,12.16%,8500,Uplifted 12.16% in Lakshadweep due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
31601113,3,Assam,12.16%,3500,Uplifted 12.16% in Assam due to Training Program (1) + Nrega Program (1) for 7 months.,0,1,1
330501111,33,Lakshadweep,12.16%,10500,Uplifted 12.16% in Lakshadweep due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
113050201,1,Andhra Pradesh,12.16%,8500,Uplifted 12.16% in Andhra Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
1014050112,10,Jharkhand,12.16%,6400,Uplifted 12.16% in Jharkhand due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
205040212,2,Arunachal Pradesh,12.15%,8400,Uplifted 12.15% in Arunachal Pradesh due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
234407200,23,Telangana,12.15%,10500,Uplifted 12.15% in Telangana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
273003111,27,West Bengal,12.14%,8500,Uplifted 12.14% in West Bengal due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
101405121,10,Jharkhand,12.13%,8500,Uplifted 12.13% in Jharkhand due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
190702111,19,Odisha,12.13%,8500,Uplifted 12.13% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
